images,x,y,labels,species
L_10_05_16_DSC01633.JPG,5436,2084,3,kob
L_10_05_16_DSC01636.JPG,5672,2957.5,4,elephant
L_10_05_16_DSC01637.JPG,468.5,2260,4,elephant
L_10_05_16_DSC01643.JPG,2904.5,759,4,elephant
L_10_05_16_DSC01644.JPG,2825,2514.5,4,elephant
L_10_05_16_DSC01651.JPG,3503.5,1515.5,3,kob
L_10_05_16_DSC01652.JPG,3379,3190.5,3,kob
L_10_05_16_DSC01656.JPG,2288,1143,3,kob
L_10_05_16_DSC01656.JPG,2142.5,1170,3,kob
L_10_05_16_DSC01657.JPG,2144,2957.5,3,kob
L_10_05_16_DSC01657.JPG,2007,2991.5,3,kob
L_10_05_16_DSC01666.JPG,661,628.5,3,kob
L_10_05_16_DSC01666.JPG,384,128.5,3,kob
L_10_05_16_DSC01667.JPG,2130,111,3,kob
L_10_05_16_DSC01667.JPG,2077,146.5,3,kob
L_10_05_16_DSC01667.JPG,1979.5,309.5,3,kob
L_10_05_16_DSC01667.JPG,1584,467,3,kob
L_10_05_16_DSC01667.JPG,1500,472.5,3,kob
L_10_05_16_DSC01667.JPG,1379,446,3,kob
L_10_05_16_DSC01667.JPG,1497,245,3,kob
L_10_05_16_DSC01667.JPG,1327.5,266,3,kob
L_10_05_16_DSC01667.JPG,1097.5,295.5,3,kob
L_10_05_16_DSC01667.JPG,415.5,240.5,3,kob
L_10_05_16_DSC01667.JPG,389,718.5,3,kob
L_10_05_16_DSC01667.JPG,345,699.5,3,kob
L_10_05_16_DSC01667.JPG,424,1295.5,3,kob
L_10_05_16_DSC01667.JPG,413,1538.5,3,kob
L_10_05_16_DSC01667.JPG,531.5,1609.5,3,kob
L_10_05_16_DSC01667.JPG,1086.5,1201,3,kob
L_10_05_16_DSC01667.JPG,1314.5,1296.5,3,kob
L_10_05_16_DSC01667.JPG,1628.5,1419.5,3,kob
L_10_05_16_DSC01667.JPG,1636,1654,3,kob
L_10_05_16_DSC01667.JPG,1336,1702.5,3,kob
L_10_05_16_DSC01667.JPG,1235.5,1506.5,3,kob
L_10_05_16_DSC01667.JPG,960,1685.5,3,kob
L_10_05_16_DSC01667.JPG,332.5,1858,3,kob
L_10_05_16_DSC01667.JPG,599,2353,3,kob
L_10_05_16_DSC01668.JPG,1144,195.5,3,kob
L_10_05_16_DSC01668.JPG,706.5,438,3,kob
L_10_05_16_DSC01668.JPG,631,438,3,kob
L_10_05_16_DSC01668.JPG,332.5,392,3,kob
L_10_05_16_DSC01668.JPG,276.5,524.5,3,kob
L_10_05_16_DSC01668.JPG,327,846,3,kob
L_10_05_16_DSC01668.JPG,1731,2025.5,3,kob
L_10_05_16_DSC01668.JPG,1683,2064,3,kob
L_10_05_16_DSC01668.JPG,1583.5,2236,3,kob
L_10_05_16_DSC01668.JPG,1095.5,2183,3,kob
L_10_05_16_DSC01668.JPG,926,2216,3,kob
L_10_05_16_DSC01668.JPG,689,2255,3,kob
L_10_05_16_DSC01668.JPG,992.5,2389.5,3,kob
L_10_05_16_DSC01668.JPG,1116.5,2424,3,kob
L_10_05_16_DSC01668.JPG,1202.5,2418,3,kob
L_10_05_16_DSC01668.JPG,1331.5,3368,3,kob
L_10_05_16_DSC01668.JPG,990.5,3254.5,3,kob
L_10_05_16_DSC01668.JPG,744,3171.5,3,kob
L_10_05_16_DSC01668.JPG,1355,3603.5,3,kob
L_10_05_16_DSC01668.JPG,928,3478.5,3,kob
L_10_05_16_DSC01668.JPG,1047.5,3672,3,kob
L_10_05_16_DSC01668.JPG,644.5,3683,3,kob
L_10_05_16_DSC01668.JPG,169,3635.5,3,kob
L_10_05_16_DSC01668.JPG,32.5,3314,3,kob
L_10_05_16_DSC01668.JPG,30,3573,3,kob
L_10_05_16_DSC01669.JPG,703.5,561.5,3,kob
L_10_05_16_DSC01669.JPG,658,729,3,kob
L_10_05_16_DSC01669.JPG,894,1097.5,3,kob
L_10_05_16_DSC01669.JPG,896,1260,3,kob
L_10_05_16_DSC01669.JPG,1247,1369.5,3,kob
L_10_05_16_DSC01669.JPG,1638.5,1439,3,kob
L_10_05_16_DSC01669.JPG,1538,1495.5,3,kob
L_10_05_16_DSC01669.JPG,1473.5,1590,3,kob
L_10_05_16_DSC01669.JPG,2781,562.5,3,kob
L_10_05_16_DSC01669.JPG,3290.5,129,3,kob
L_10_05_16_DSC01669.JPG,3763.5,633,3,kob
L_10_05_16_DSC01669.JPG,5318.5,472,3,kob
L_10_05_16_DSC01669.JPG,5436,646.5,3,kob
L_10_05_16_DSC01669.JPG,5735.5,811.5,3,kob
L_10_05_16_DSC01669.JPG,5418.5,837,3,kob
L_10_05_16_DSC01669.JPG,5663.5,1063,3,kob
L_10_05_16_DSC01669.JPG,5536,1140,3,kob
L_10_05_16_DSC01669.JPG,5279.5,1499,4,elephant
L_10_05_16_DSC01669.JPG,4541.5,1483,4,elephant
L_10_05_16_DSC01669.JPG,4658,3224,3,kob
L_10_05_16_DSC01669.JPG,161.5,2605,3,kob
L_10_05_16_DSC01669.JPG,150.5,2286.5,3,kob
L_10_05_16_DSC01669.JPG,209,2134.5,3,kob
L_10_05_16_DSC01669.JPG,581,2219,3,kob
L_10_05_16_DSC01669.JPG,512,2215.5,3,kob
L_10_05_16_DSC01669.JPG,1041.5,1991,3,kob
L_10_05_16_DSC01669.JPG,1541,3901.5,3,kob
L_10_05_16_DSC01669.JPG,1489.5,3937.5,3,kob
L_10_05_16_DSC01670.JPG,4375.5,3819,4,elephant
L_10_05_16_DSC01670.JPG,5557,3469,3,kob
L_10_05_16_DSC01670.JPG,5704.5,3407.5,3,kob
L_10_05_16_DSC01670.JPG,5800,3160,3,kob
L_10_05_16_DSC01670.JPG,5472.5,3167,3,kob
L_10_05_16_DSC01670.JPG,5469,2966.5,3,kob
L_10_05_16_DSC01670.JPG,5359.5,2773,3,kob
L_10_05_16_DSC01670.JPG,3749.5,2832,3,kob
L_10_05_16_DSC01670.JPG,2735.5,2685,3,kob
L_10_05_16_DSC01670.JPG,3293,2280,3,kob
L_10_05_16_DSC01670.JPG,4063,2171,3,kob
L_10_05_16_DSC01670.JPG,2668.5,1768.5,3,kob
L_10_05_16_DSC01670.JPG,2547,1895.5,3,kob
L_10_05_16_DSC01670.JPG,2537,1972.5,3,kob
L_10_05_16_DSC01670.JPG,2232.5,1921.5,3,kob
L_10_05_16_DSC01670.JPG,2162.5,1625,3,kob
L_10_05_16_DSC01670.JPG,1040.5,1021.5,3,kob
L_10_05_16_DSC01670.JPG,905.5,1005.5,3,kob
L_10_05_16_DSC01670.JPG,29,1109,3,kob
L_10_05_16_DSC01670.JPG,154.5,1349.5,3,kob
L_10_05_16_DSC01670.JPG,714,2523.5,3,kob
L_10_05_16_DSC01670.JPG,569.5,2744,3,kob
L_10_05_16_DSC01670.JPG,846.5,3066,3,kob
L_10_05_16_DSC01670.JPG,709,3245,3,kob
L_10_05_16_DSC01670.JPG,1167.5,3362,3,kob
L_10_05_16_DSC01670.JPG,1564,3464,3,kob
L_10_05_16_DSC01670.JPG,1377.5,3519,3,kob
L_10_05_16_DSC01670.JPG,1384,3619,3,kob
L_10_05_16_DSC01670.JPG,923,3978.5,3,kob
L_10_05_16_DSC01671.JPG,2332,3930,3,kob
L_10_05_16_DSC01671.JPG,2176,3948,3,kob
L_10_05_16_DSC01671.JPG,1782,3773.5,3,kob
L_10_05_16_DSC01671.JPG,570,3212.5,3,kob
L_10_05_16_DSC01671.JPG,426,3199.5,3,kob
L_10_05_16_DSC01672.JPG,456.5,3467.5,3,kob
L_10_05_16_DSC01672.JPG,22,2150,3,kob
L_10_05_16_DSC01672.JPG,679.5,522,3,kob
L_10_05_16_DSC01672.JPG,575.5,527.5,3,kob
L_10_05_16_DSC01672.JPG,474,527.5,3,kob
L_10_05_16_DSC01672.JPG,393,564.5,3,kob
L_10_05_16_DSC01672.JPG,312.5,536.5,3,kob
L_10_05_16_DSC01727.JPG,693.5,1759,5,warthog
L_10_05_16_DSC01760.JPG,3307.5,1276.5,5,warthog
L_10_05_16_DSC01760.JPG,3217,1153,5,warthog
L_10_05_16_DSC01760.JPG,2925.5,1000.5,5,warthog
L_10_05_16_DSC01760.JPG,2385.5,302.5,5,warthog
L_10_05_16_DSC01760.JPG,1872.5,86,5,warthog
L_10_05_16_DSC01760.JPG,1800.5,141.5,5,warthog
L_10_05_16_DSC01760.JPG,1545,84.5,5,warthog
L_10_05_16_DSC01761.JPG,3403.5,3418,5,warthog
L_10_05_16_DSC01761.JPG,3324,3270.5,5,warthog
L_10_05_16_DSC01761.JPG,3055,3062,5,warthog
L_10_05_16_DSC01761.JPG,2602.5,2252,5,warthog
L_10_05_16_DSC01761.JPG,2092,1993,5,warthog
L_10_05_16_DSC01761.JPG,2040,1996.5,5,warthog
L_10_05_16_DSC01761.JPG,2021.5,1779.5,5,warthog
L_10_05_16_DSC01761.JPG,1797,1906,5,warthog
L_10_05_16_DSC01761.JPG,1875,1612.5,5,warthog
L_10_05_16_DSC01761.JPG,2650,1931,4,elephant
L_10_05_16_DSC01761.JPG,2612.5,1933.5,4,elephant
L_10_05_16_DSC01761.JPG,2608,1921,4,elephant
L_10_05_16_DSC01761.JPG,1951.5,1440.5,5,warthog
L_10_05_16_DSC01762.JPG,1770.5,3725.5,5,warthog
L_10_05_16_DSC01762.JPG,1705,3913,5,warthog
L_11_05_16_DSC01040.JPG,3827.5,1322,2,buffalo
L_11_05_16_DSC01040.JPG,3379,1317.5,2,buffalo
L_11_05_16_DSC01040.JPG,3324,1361,2,buffalo
L_11_05_16_DSC01040.JPG,3053,1526,2,buffalo
L_11_05_16_DSC01040.JPG,1255,1216,2,buffalo
L_11_05_16_DSC01040.JPG,628,1877,2,buffalo
L_11_05_16_DSC01040.JPG,778,2610,2,buffalo
L_11_05_16_DSC01041.JPG,5962.5,2194,2,buffalo
L_11_05_16_DSC01041.JPG,5705,1725,2,buffalo
L_11_05_16_DSC01041.JPG,5142,1700.5,2,buffalo
L_11_05_16_DSC01041.JPG,3682,3495.5,2,buffalo
L_11_05_16_DSC01041.JPG,3232,3475,2,buffalo
L_11_05_16_DSC01041.JPG,3183,3520,2,buffalo
L_11_05_16_DSC01041.JPG,2905,3673.5,2,buffalo
L_11_05_16_DSC01041.JPG,1250,3322,2,buffalo
L_11_05_16_DSC01041.JPG,518,3975,2,buffalo
L_11_05_16_DSC01042.JPG,5141,3408,2,buffalo
L_11_05_16_DSC01042.JPG,5695.5,3419,2,buffalo
L_11_05_16_DSC01058.JPG,3214.5,306,2,buffalo
L_11_05_16_DSC01058.JPG,3167.5,360.5,2,buffalo
L_11_05_16_DSC01058.JPG,3415,341,2,buffalo
L_11_05_16_DSC01058.JPG,3183.5,627,2,buffalo
L_11_05_16_DSC01058.JPG,3281,756,2,buffalo
L_11_05_16_DSC01058.JPG,3235.5,756.5,2,buffalo
L_11_05_16_DSC01058.JPG,3407.5,671.5,2,buffalo
L_11_05_16_DSC01058.JPG,3362.5,692,2,buffalo
L_11_05_16_DSC01058.JPG,3566.5,805.5,2,buffalo
L_11_05_16_DSC01058.JPG,5668,262.5,2,buffalo
L_11_05_16_DSC01058.JPG,5885.5,409,2,buffalo
L_11_05_16_DSC01058.JPG,5848,909,2,buffalo
L_11_05_16_DSC01058.JPG,5316.5,1037.5,2,buffalo
L_11_05_16_DSC01058.JPG,5654.5,1284,2,buffalo
L_11_05_16_DSC01058.JPG,5038.5,1320,2,buffalo
L_11_05_16_DSC01058.JPG,5130.5,1480.5,2,buffalo
L_11_05_16_DSC01058.JPG,4768.5,1559.5,2,buffalo
L_11_05_16_DSC01058.JPG,4883,1605,2,buffalo
L_11_05_16_DSC01058.JPG,4634,1869,2,buffalo
L_11_05_16_DSC01058.JPG,4941,1998.5,2,buffalo
L_11_05_16_DSC01058.JPG,5165,1932,2,buffalo
L_11_05_16_DSC01059.JPG,3432.5,1010.5,2,buffalo
L_11_05_16_DSC01059.JPG,3342,1012.5,2,buffalo
L_11_05_16_DSC01059.JPG,3452,2818.5,2,buffalo
L_11_05_16_DSC01059.JPG,3265.5,2803.5,2,buffalo
L_11_05_16_DSC01059.JPG,3204,2816,2,buffalo
L_11_05_16_DSC01059.JPG,3213.5,3086.5,2,buffalo
L_11_05_16_DSC01059.JPG,3275.5,3216,2,buffalo
L_11_05_16_DSC01059.JPG,3376.5,3159.5,2,buffalo
L_11_05_16_DSC01059.JPG,3421,3143,2,buffalo
L_11_05_16_DSC01059.JPG,3572,3289.5,2,buffalo
L_11_05_16_DSC01059.JPG,5971,2537.5,2,buffalo
L_11_05_16_DSC01059.JPG,5656.5,2972.5,2,buffalo
L_11_05_16_DSC01059.JPG,5863.5,3128,2,buffalo
L_11_05_16_DSC01059.JPG,5829.5,3619.5,2,buffalo
L_11_05_16_DSC01059.JPG,5288,3681.5,2,buffalo
L_11_05_16_DSC01059.JPG,5628,3964,2,buffalo
L_11_05_16_DSC01059.JPG,4993,3915,2,buffalo
L_11_05_16_DSC01059.JPG,4843,898,2,buffalo
L_11_05_16_DSC01059.JPG,4969,850,2,buffalo
L_11_05_16_DSC01059.JPG,5531,836.5,2,buffalo
L_11_05_16_DSC01059.JPG,5405.5,759.5,2,buffalo
L_11_05_16_DSC01059.JPG,5627,678.5,2,buffalo
L_11_05_16_DSC01059.JPG,5590.5,560,2,buffalo
L_11_05_16_DSC01059.JPG,5860.5,515.5,2,buffalo
L_11_05_16_DSC01059.JPG,5594,358,2,buffalo
L_11_05_16_DSC01059.JPG,5847,76.5,2,buffalo
L_11_05_16_DSC01059.JPG,5794,115,2,buffalo
L_11_05_16_DSC01101.JPG,4437,2216.5,3,kob
L_11_05_16_DSC01101.JPG,2075,512,3,kob
L_11_05_16_DSC01101.JPG,1966.5,882,3,kob
L_11_05_16_DSC01109.JPG,4297.5,813.5,2,buffalo
L_11_05_16_DSC01109.JPG,4273,778,2,buffalo
L_11_05_16_DSC01109.JPG,4187,687.5,2,buffalo
L_11_05_16_DSC01109.JPG,4191.5,779.5,2,buffalo
L_11_05_16_DSC01109.JPG,4230,988,2,buffalo
L_11_05_16_DSC01109.JPG,4085,897,2,buffalo
L_11_05_16_DSC01109.JPG,4143,1038.5,2,buffalo
L_11_05_16_DSC01109.JPG,3919.5,1017,2,buffalo
L_11_05_16_DSC01109.JPG,3815,771.5,2,buffalo
L_11_05_16_DSC01109.JPG,3742,800.5,2,buffalo
L_11_05_16_DSC01109.JPG,3683,899.5,2,buffalo
L_11_05_16_DSC01109.JPG,3484,1111,2,buffalo
L_11_05_16_DSC01109.JPG,3407.5,1143.5,2,buffalo
L_11_05_16_DSC01109.JPG,3759.5,1182.5,2,buffalo
L_11_05_16_DSC01109.JPG,3810.5,1240,2,buffalo
L_11_05_16_DSC01109.JPG,3520,1367.5,2,buffalo
L_11_05_16_DSC01109.JPG,3698.5,1477.5,2,buffalo
L_11_05_16_DSC01109.JPG,3304.5,1283,2,buffalo
L_11_05_16_DSC01109.JPG,3152.5,1220,2,buffalo
L_11_05_16_DSC01109.JPG,3208.5,1421.5,2,buffalo
L_11_05_16_DSC01109.JPG,3327,1457.5,2,buffalo
L_11_05_16_DSC01109.JPG,3086,1493.5,2,buffalo
L_11_05_16_DSC01109.JPG,3255.5,1586.5,2,buffalo
L_11_05_16_DSC01109.JPG,3307,1600.5,2,buffalo
L_11_05_16_DSC01109.JPG,3400,1614,2,buffalo
L_11_05_16_DSC01109.JPG,4004,1315,2,buffalo
L_11_05_16_DSC01109.JPG,2924.5,1536,2,buffalo
L_11_05_16_DSC01109.JPG,2790,1567.5,2,buffalo
L_11_05_16_DSC01109.JPG,2872.5,1657.5,2,buffalo
L_11_05_16_DSC01109.JPG,2861,1712.5,2,buffalo
L_11_05_16_DSC01109.JPG,2694,1625,2,buffalo
L_11_05_16_DSC01109.JPG,2612,1977,2,buffalo
L_11_05_16_DSC01109.JPG,2673,2069.5,2,buffalo
L_11_05_16_DSC01109.JPG,2427.5,2053,2,buffalo
L_11_05_16_DSC01109.JPG,2494.5,2268.5,2,buffalo
L_11_05_16_DSC01109.JPG,2586.5,2471.5,2,buffalo
L_11_05_16_DSC01109.JPG,2887,2763.5,2,buffalo
L_11_05_16_DSC01109.JPG,2736.5,2859,2,buffalo
L_11_05_16_DSC01109.JPG,2401,3184,2,buffalo
L_11_05_16_DSC01109.JPG,3073.5,3307.5,2,buffalo
L_11_05_16_DSC01109.JPG,2301.5,3700.5,2,buffalo
L_11_05_16_DSC01109.JPG,2283,3866,2,buffalo
L_11_05_16_DSC01109.JPG,2270,3921,2,buffalo
L_11_05_16_DSC01109.JPG,1460,2774,4,elephant
L_11_05_16_DSC01109.JPG,1435.5,2500.5,4,elephant
L_11_05_16_DSC01109.JPG,1466,2259.5,4,elephant
L_11_05_16_DSC01109.JPG,1436.5,2299,4,elephant
L_11_05_16_DSC01109.JPG,1540.5,2981,4,elephant
L_11_05_16_DSC01110.JPG,1562.5,110.5,1,topi
L_11_05_16_DSC01111.JPG,1478,3949,1,topi
L_11_05_16_DSC01111.JPG,1427,3963.5,1,topi
L_11_05_16_DSC01112.JPG,473.5,2447.5,4,elephant
L_11_05_16_DSC01124.JPG,103,428,1,topi
L_11_05_16_DSC01124.JPG,73,475.5,1,topi
L_11_05_16_DSC01125.JPG,1005.5,2911.5,1,topi
L_11_05_16_DSC01125.JPG,1104.5,3136,1,topi
L_11_05_16_DSC01125.JPG,1157.5,3488.5,1,topi
L_11_05_16_DSC01125.JPG,1224.5,3575.5,1,topi
L_11_05_16_DSC01125.JPG,1351,3824.5,1,topi
L_11_05_16_DSC01125.JPG,1309,3981,1,topi
L_11_05_16_DSC01130.JPG,4806,2120,1,topi
L_11_05_16_DSC01130.JPG,2295,3686,1,topi
L_11_05_16_DSC01130.JPG,2087,3553.5,1,topi
L_11_05_16_DSC01130.JPG,1547,3946,1,topi
L_11_05_16_DSC01130.JPG,1328,3958.5,1,topi
L_11_05_16_DSC01130.JPG,1402,3742,1,topi
L_11_05_16_DSC01130.JPG,1311.5,3469.5,1,topi
L_11_05_16_DSC01130.JPG,754,3905.5,1,topi
L_11_05_16_DSC01130.JPG,725,3631,1,topi
L_11_05_16_DSC01130.JPG,500,3446,1,topi
L_11_05_16_DSC01130.JPG,339.5,3420.5,1,topi
L_11_05_16_DSC01130.JPG,359,3536,1,topi
L_11_05_16_DSC01130.JPG,530,3978.5,1,topi
L_11_05_16_DSC01130.JPG,41.5,3788,1,topi
L_11_05_16_DSC01130.JPG,1003,2269,1,topi
L_11_05_16_DSC01130.JPG,1046.5,1947,1,topi
L_11_05_16_DSC01130.JPG,418,2018,1,topi
L_11_05_16_DSC01130.JPG,424.5,2083.5,1,topi
L_11_05_16_DSC01130.JPG,982,1470.5,1,topi
L_11_05_16_DSC01130.JPG,744.5,1430,1,topi
L_11_05_16_DSC01130.JPG,1561,1633.5,1,topi
L_11_05_16_DSC01130.JPG,1514.5,1615.5,1,topi
L_11_05_16_DSC01130.JPG,1708.5,1541,1,topi
L_11_05_16_DSC01130.JPG,1971.5,1519.5,1,topi
L_11_05_16_DSC01130.JPG,527,1153.5,1,topi
L_11_05_16_DSC01130.JPG,219.5,1171.5,1,topi
L_11_05_16_DSC01130.JPG,152,1057.5,1,topi
L_11_05_16_DSC01130.JPG,135.5,787.5,1,topi
L_11_05_16_DSC01130.JPG,839.5,436,1,topi
L_11_05_16_DSC01130.JPG,809,413.5,1,topi
L_11_05_16_DSC01130.JPG,3005.5,298,1,topi
L_11_05_16_DSC01130.JPG,2816.5,324,1,topi
L_11_05_16_DSC01130.JPG,2292,417,1,topi
L_11_05_16_DSC01130.JPG,2233.5,343,1,topi
L_11_05_16_DSC01130.JPG,2099,809.5,1,topi
L_11_05_16_DSC01130.JPG,2127.5,899,1,topi
L_11_05_16_DSC01130.JPG,2115.5,1080.5,1,topi
L_11_05_16_DSC01130.JPG,2155,1174,1,topi
L_11_05_16_DSC01130.JPG,2855,1191.5,1,topi
L_11_05_16_DSC01130.JPG,3216,1296.5,1,topi
L_11_05_16_DSC01130.JPG,3303.5,1234.5,1,topi
L_11_05_16_DSC01130.JPG,4490,38.5,1,topi
L_11_05_16_DSC01131.JPG,4550.5,2056.5,1,topi
L_11_05_16_DSC01131.JPG,4512.5,2060,1,topi
L_11_05_16_DSC01131.JPG,4411.5,2158.5,1,topi
L_11_05_16_DSC01131.JPG,3751.5,1846.5,1,topi
L_11_05_16_DSC01131.JPG,3508,1780,1,topi
L_11_05_16_DSC01131.JPG,3391,1837,1,topi
L_11_05_16_DSC01131.JPG,4011.5,1315,1,topi
L_11_05_16_DSC01131.JPG,4570.5,1138,1,topi
L_11_05_16_DSC01131.JPG,4537,1080,1,topi
L_11_05_16_DSC01131.JPG,4478,1177,1,topi
L_11_05_16_DSC01131.JPG,4453.5,1178.5,1,topi
L_11_05_16_DSC01131.JPG,4853,1057.5,1,topi
L_11_05_16_DSC01131.JPG,4376,557.5,1,topi
L_11_05_16_DSC01131.JPG,4070.5,933,1,topi
L_11_05_16_DSC01131.JPG,3066,785.5,1,topi
L_11_05_16_DSC01131.JPG,3017,815,1,topi
L_11_05_16_DSC01131.JPG,3030.5,1133.5,1,topi
L_11_05_16_DSC01131.JPG,2414.5,1218.5,1,topi
L_11_05_16_DSC01131.JPG,2179.5,1267.5,1,topi
L_11_05_16_DSC01131.JPG,2171,1443.5,1,topi
L_11_05_16_DSC01131.JPG,1757,970,1,topi
L_11_05_16_DSC01131.JPG,1613,747,1,topi
L_11_05_16_DSC01131.JPG,475.5,1357.5,1,topi
L_11_05_16_DSC01131.JPG,424.5,1380.5,1,topi
L_11_05_16_DSC01131.JPG,187,1453.5,1,topi
L_11_05_16_DSC01131.JPG,41,1492,1,topi
L_11_05_16_DSC01131.JPG,763,2668,1,topi
L_11_05_16_DSC01131.JPG,733,2651.5,1,topi
L_11_05_16_DSC01131.JPG,2012.5,1916,1,topi
L_11_05_16_DSC01131.JPG,2038,1961.5,1,topi
L_11_05_16_DSC01131.JPG,1994,2000,1,topi
L_11_05_16_DSC01131.JPG,2514.5,2041,1,topi
L_11_05_16_DSC01131.JPG,2426,2116.5,1,topi
L_11_05_16_DSC01131.JPG,2957,2486.5,1,topi
L_11_05_16_DSC01131.JPG,2765,2525,1,topi
L_11_05_16_DSC01131.JPG,2245.5,2639.5,1,topi
L_11_05_16_DSC01131.JPG,2184,2553,1,topi
L_11_05_16_DSC01131.JPG,2065,3035,1,topi
L_11_05_16_DSC01131.JPG,2109.5,3116,1,topi
L_11_05_16_DSC01131.JPG,2111.5,3311,1,topi
L_11_05_16_DSC01131.JPG,2156,3405.5,1,topi
L_11_05_16_DSC01131.JPG,1992.5,3762.5,1,topi
L_11_05_16_DSC01131.JPG,1727,3783.5,1,topi
L_11_05_16_DSC01131.JPG,1588,3887,1,topi
L_11_05_16_DSC01131.JPG,1527,3860.5,1,topi
L_11_05_16_DSC01131.JPG,983,3741,1,topi
L_11_05_16_DSC01131.JPG,721,3706,1,topi
L_11_05_16_DSC01131.JPG,474.5,3448,1,topi
L_11_05_16_DSC01131.JPG,150,3481.5,1,topi
L_11_05_16_DSC01131.JPG,82.5,3383,1,topi
L_11_05_16_DSC01131.JPG,35,3109.5,1,topi
L_11_05_16_DSC01131.JPG,3296.5,3422,1,topi
L_11_05_16_DSC01131.JPG,3211,3487.5,1,topi
L_11_05_16_DSC01131.JPG,2854,3391.5,1,topi
L_11_05_16_DSC01132.JPG,5472.5,593,1,topi
L_11_05_16_DSC01132.JPG,4533.5,2701,1,topi
L_11_05_16_DSC01132.JPG,4996.5,3161.5,1,topi
L_11_05_16_DSC01132.JPG,4624.5,3275.5,1,topi
L_11_05_16_DSC01132.JPG,4603,3289,1,topi
L_11_05_16_DSC01132.JPG,4718,3237.5,1,topi
L_11_05_16_DSC01132.JPG,4683,3200,1,topi
L_11_05_16_DSC01132.JPG,4239,3065,1,topi
L_11_05_16_DSC01132.JPG,4170,3438,1,topi
L_11_05_16_DSC01132.JPG,3914,3935,1,topi
L_11_05_16_DSC01132.JPG,3683,3870.5,1,topi
L_11_05_16_DSC01132.JPG,3568.5,3923,1,topi
L_11_05_16_DSC01132.JPG,3218.5,3277.5,1,topi
L_11_05_16_DSC01132.JPG,3252,2947.5,1,topi
L_11_05_16_DSC01132.JPG,3203,2974,1,topi
L_11_05_16_DSC01132.JPG,2937.5,2044,1,topi
L_11_05_16_DSC01132.JPG,2915.5,2037,1,topi
L_11_05_16_DSC01132.JPG,2615.5,3369.5,1,topi
L_11_05_16_DSC01132.JPG,2394,3424,1,topi
L_11_05_16_DSC01132.JPG,2390,3598,1,topi
L_11_05_16_DSC01132.JPG,2190.5,3977,1,topi
L_11_05_16_DSC01132.JPG,1969,3145.5,1,topi
L_11_05_16_DSC01132.JPG,1820,2938,1,topi
L_11_05_16_DSC01132.JPG,726,3557,1,topi
L_11_05_16_DSC01132.JPG,680,3558.5,1,topi
L_11_05_16_DSC01132.JPG,442,3646,1,topi
L_11_05_16_DSC01132.JPG,303,3685.5,1,topi
L_11_05_16_DSC01132.JPG,206.5,3505.5,1,topi
L_11_05_16_DSC01132.JPG,36.5,3230,1,topi
L_11_05_16_DSC01132.JPG,215.5,1382,1,topi
L_11_05_16_DSC01132.JPG,261,1458.5,1,topi
L_11_05_16_DSC01132.JPG,781,1372.5,1,topi
L_11_05_16_DSC01132.JPG,705,1445.5,1,topi
L_11_05_16_DSC01133.JPG,1342.5,3585.5,1,topi
L_11_05_16_DSC01133.JPG,1279.5,3650.5,1,topi
L_11_05_16_DSC01133.JPG,830.5,3616.5,1,topi
L_11_05_16_DSC01133.JPG,874.5,3686,1,topi
L_11_05_16_DSC01133.JPG,5959.5,2637,1,topi
L_11_05_16_DSC01142.JPG,5833.5,3149,1,topi
L_11_05_16_DSC01142.JPG,5805.5,3193.5,1,topi
L_11_05_16_DSC01142.JPG,5597.5,3456,1,topi
L_11_05_16_DSC01142.JPG,5463,3408,1,topi
L_11_05_16_DSC01142.JPG,5217.5,3001,1,topi
L_11_05_16_DSC01142.JPG,5457,2453.5,1,topi
L_11_05_16_DSC01142.JPG,4637,2197,1,topi
L_11_05_16_DSC01142.JPG,4650,2216,1,topi
L_11_05_16_DSC01142.JPG,5947.5,1358,1,topi
L_11_05_16_DSC01142.JPG,4132,1596,1,topi
L_11_05_16_DSC01142.JPG,4085.5,1599,1,topi
L_11_05_16_DSC01142.JPG,5039,948,1,topi
L_11_05_16_DSC01142.JPG,5568.5,658,1,topi
L_11_05_16_DSC01142.JPG,5507,640,1,topi
L_11_05_16_DSC01142.JPG,5553,20,1,topi
L_11_05_16_DSC01142.JPG,3971.5,433.5,1,topi
L_11_05_16_DSC01142.JPG,3819,337,1,topi
L_11_05_16_DSC01142.JPG,3419.5,243,1,topi
L_11_05_16_DSC01142.JPG,3357.5,166.5,1,topi
L_11_05_16_DSC01142.JPG,2783.5,1181.5,1,topi
L_11_05_16_DSC01142.JPG,3547,2434,1,topi
L_11_05_16_DSC01142.JPG,2808,2346,1,topi
L_11_05_16_DSC01142.JPG,3792.5,3593.5,1,topi
L_11_05_16_DSC01142.JPG,3383.5,3544.5,1,topi
L_11_05_16_DSC01142.JPG,3376.5,3767,1,topi
L_11_05_16_DSC01142.JPG,2931.5,3525,1,topi
L_11_05_16_DSC01142.JPG,2401.5,812.5,1,topi
L_11_05_16_DSC01142.JPG,2251,547.5,1,topi
L_11_05_16_DSC01142.JPG,2391,274,1,topi
L_11_05_16_DSC01142.JPG,2268,282,1,topi
L_11_05_16_DSC01142.JPG,2199,284.5,1,topi
L_11_05_16_DSC01142.JPG,2172,283.5,1,topi
L_11_05_16_DSC01142.JPG,1957.5,329,1,topi
L_11_05_16_DSC01142.JPG,1576,145.5,1,topi
